# (t) (U) (pS) 
0.015086 0.000000 0.000000
0.015134 0.000000 0.000000
0.015181 0.000000 0.000000
0.015228 0.000000 0.000000
0.015275 0.000000 0.000000
0.015323 0.000000 0.000000
0.015370 0.000000 0.000000
0.015417 0.000000 0.000000
0.015465 0.000000 0.000000
0.015512 0.000000 0.000000
0.015559 0.000000 0.000000
0.015606 0.000000 0.000000
0.015654 0.000000 0.000000
0.015701 0.000000 0.000000
0.015748 0.000000 0.000000
0.015796 0.000000 0.000000
0.015843 0.000000 0.000000
0.015890 0.000000 0.000000
0.015938 0.000000 0.000000
0.015985 0.000000 0.000000
0.016032 0.000000 0.000000
0.016079 0.000000 0.000000
0.016127 0.000000 0.000000
0.016174 0.000000 0.000000
0.016221 0.000000 0.000000
0.016269 0.000000 0.000000
0.016316 0.000000 0.000000
0.016363 0.000000 0.000000
0.016410 0.000000 0.000000
0.016458 0.000000 0.000000
0.016505 0.000000 0.000000
0.016552 0.000000 0.000000
0.016600 0.000000 0.000000
0.016647 0.000000 0.000000
0.016694 0.000000 0.000000
0.016742 0.000000 0.000000
0.016789 0.000000 0.000000
0.016836 0.000000 0.000000
0.016883 0.000000 0.000000
0.016931 0.000000 0.000000
0.016978 0.000000 0.000000
0.017025 0.000000 0.000000
0.017073 0.000000 0.000000
0.017120 0.000000 0.000000
0.017167 0.000000 0.000000
0.017214 0.000000 0.000000
0.017262 0.000000 0.000000
0.017309 0.000000 0.000000
0.017356 0.000000 0.000000
0.017404 0.000000 0.000000
0.017451 0.000000 0.000000
0.017498 0.000000 0.000000
0.017545 0.000000 0.000000
0.017593 0.000000 0.000000
0.017640 0.000000 0.000000
0.017687 0.000000 0.000000
0.017735 0.000000 0.000000
0.017782 0.000000 0.000000
0.017829 0.000000 0.000000
0.017877 0.000000 0.000000
0.017924 0.000000 0.000000
0.017971 0.000000 0.000000
0.018018 0.000000 0.000000
0.018066 0.000000 0.000000
0.018113 0.000000 0.000000
0.018160 0.000000 0.000000
0.018208 0.000000 0.000000
0.018255 0.000000 0.000000
0.018302 0.000000 0.000000
0.018349 0.000000 0.000000
0.018397 0.000000 0.000000
0.018444 0.000000 0.000000
0.018491 0.000000 0.000000
0.018539 0.000000 0.000000
0.018586 0.000000 0.000000
0.018633 0.000000 0.000000
0.018681 0.000000 0.000000
0.018728 0.000000 0.000000
0.018775 0.000000 0.000000
0.018822 0.000000 0.000000
0.018870 0.000000 0.000000
0.018917 0.000000 0.000000
0.018964 0.000000 0.000000
0.019012 0.000000 0.000000
0.019059 0.000000 0.000000
0.019106 0.000000 0.000000
0.019153 0.000000 0.000000
0.019201 0.000000 0.000000
0.019248 0.000000 0.000000
0.019295 0.000000 0.000000
0.019343 0.000000 0.000000
0.019390 0.000000 0.000000
0.019437 0.000000 0.000000
0.019484 0.000000 0.000000
0.019532 0.000000 0.000000
0.019579 0.000000 0.000000
0.019626 0.000000 0.000000
0.019674 0.000000 0.000000
0.019721 0.000000 0.000000
0.019768 0.000000 0.000000
0.019816 0.000000 0.000000
0.019863 0.000000 0.000000
0.019910 0.000000 0.000000
0.019957 0.000000 0.000000
0.020005 0.000000 0.000000
0.020052 0.000000 0.000000
0.020099 0.000000 0.000000
0.020147 0.000000 0.000000
0.020194 0.000000 0.000000
0.020241 0.000000 0.000000
0.020288 0.000000 0.000000
0.020336 0.000000 0.000000
0.020383 0.000000 0.000000
0.020430 0.000000 0.000000
0.020478 0.000000 0.000000
0.020525 0.000000 0.000000
0.020572 0.000000 0.000000
0.020619 0.000000 0.000000
0.020667 0.000000 0.000000
0.020714 0.000000 0.000000
0.020761 0.000000 0.000000
0.020809 0.000000 0.000000
0.020856 0.000000 0.000000
0.020903 0.000000 0.000000
0.020951 0.000000 0.000000
0.020998 0.000000 0.000000
0.021045 0.000000 0.000000
0.021092 0.000000 0.000000
0.021140 0.000000 0.000000
0.021187 0.000000 0.000000
0.021234 0.000000 0.000000
0.021282 0.000000 0.000000
0.021329 0.000000 0.000000
0.021376 0.000000 0.000000
0.021423 0.000000 0.000000
0.021471 0.000000 0.000000
0.021518 0.000000 0.000000
0.021565 0.000000 0.000000
0.021613 0.000000 0.000000
0.021660 0.000000 0.000000
0.021707 0.000000 0.000000
0.021755 0.000000 0.000000
0.021802 0.000000 0.000000
0.021849 0.000000 0.000000
0.021896 0.000000 0.000000
0.021944 0.000000 0.000000
0.021991 0.000000 0.000000
0.022038 0.000000 0.000000
0.022086 0.000000 0.000000
0.022133 0.000000 0.000000
0.022180 0.000000 0.000000
0.022227 0.000000 0.000000
0.022275 0.000000 0.000000
0.022322 0.000000 0.000000
0.022369 0.000000 0.000000
0.022417 0.000000 0.000000
0.022464 0.000000 0.000000
0.022511 0.000000 0.000000
0.022558 0.000000 0.000000
0.022606 0.000000 0.000000
0.022653 0.000000 0.000000
0.022700 0.000000 0.000000
0.022748 0.000000 0.000000
0.022795 0.000000 0.000000
0.022842 0.000000 0.000000
0.022890 0.000000 0.000000
0.022937 0.000000 0.000000
0.022984 0.000000 0.000000
0.023031 0.000000 0.000000
0.023079 0.000000 0.000000
0.023126 0.000000 0.000000
0.023173 0.000000 0.000000
0.023221 0.000000 0.000000
0.023268 0.000000 0.000000
0.023315 0.000000 0.000000
0.023362 0.000000 0.000000
0.023410 0.000000 0.000000
0.023457 0.000000 0.000000
0.023504 0.000000 0.000000
0.023552 0.000000 0.000000
0.023599 0.000000 0.000000
0.023646 0.000000 0.000000
0.023694 0.000000 0.000000
0.023741 0.000000 0.000000
0.023788 0.000000 0.000000
0.023835 0.000000 0.000000
0.023883 0.000000 0.000000
0.023930 0.000000 0.000000
0.023977 0.000000 0.000000
0.024025 0.000000 0.000000
0.024072 0.000000 0.000000
0.024119 0.000000 0.000000
0.024166 0.000000 0.000000
0.024214 0.000000 0.000000
0.024261 0.000000 0.000000
0.024308 0.000000 0.000000
0.024356 0.000000 0.000000
0.024403 0.000000 0.000000
0.024450 0.000000 0.000000
0.024497 0.000000 0.000000
0.024545 0.000000 0.000000
0.024592 0.000000 0.000000
0.024639 0.000000 0.000000
0.024687 0.000000 0.000000
0.024734 0.000000 0.000000
0.024781 0.000000 0.000000
0.024829 0.000000 0.000000
0.024876 0.000000 0.000000
0.024923 0.000000 0.000000
0.024970 0.000000 0.000000
0.025018 0.000000 0.000000
0.025065 0.000000 0.000000
0.025112 0.000000 0.000000
0.025160 0.000000 0.000000
0.025207 0.000000 0.000000
0.025254 0.000000 0.000000
0.025301 0.000000 0.000000
0.025349 0.000000 0.000000
0.025396 0.000000 0.000000
0.025443 0.000000 0.000000
0.025491 0.000000 0.000000
0.025538 0.000000 0.000000
0.025585 0.000000 0.000000
0.025632 0.000000 0.000000
0.025680 0.000000 0.000000
0.025727 0.000000 0.000000
0.025774 0.000000 0.000000
0.025822 0.000000 0.000000
0.025869 0.000000 0.000000
0.025916 0.000000 0.000000
0.025964 0.000000 0.000000
0.026011 0.000000 0.000000
0.026058 0.000000 0.000000
0.026105 0.000000 0.000000
0.026153 0.000000 0.000000
0.026200 0.000000 0.000000
0.026247 0.000000 0.000000
0.026295 0.000000 0.000000
0.026342 0.000000 0.000000
0.026389 0.000000 0.000000
0.026436 0.000000 0.000000
0.026484 0.000000 0.000000
0.026531 0.000000 0.000000
0.026578 0.000000 0.000000
0.026626 0.000000 0.000000
0.026673 0.000000 0.000000
0.026720 0.000000 0.000000
0.026768 0.000000 0.000000
0.026815 0.000000 0.000000
0.026862 0.000000 0.000000
0.026909 0.000000 0.000000
0.026957 0.000000 0.000000
0.027004 0.000000 0.000000
0.027051 0.000000 0.000000
0.027099 0.000000 0.000000
0.027146 0.000000 0.000000
0.027193 0.000000 0.000000
0.027240 0.000000 0.000000
0.027288 0.000000 0.000000
0.027335 0.000000 0.000000
0.027382 0.000000 0.000000
0.027430 0.000000 0.000000
0.027477 0.000000 0.000000
0.027524 0.000000 0.000000
0.027571 0.000000 0.000000
0.027619 0.000000 0.000000
0.027666 0.000000 0.000000
0.027713 0.000000 0.000000
0.027761 0.000000 0.000000
0.027808 0.000000 0.000000
0.027855 0.000000 0.000000
0.027903 0.000000 0.000000
0.027950 0.000000 0.000000
0.027997 0.000000 0.000000
0.028044 0.000000 0.000000
0.028092 0.000000 0.000000
0.028139 0.000000 0.000000
0.028186 0.000000 0.000000
0.028234 0.000000 0.000000
0.028281 0.000000 0.000000
0.028328 0.000000 0.000000
0.028375 0.000000 0.000000
0.028423 0.000000 0.000000
0.028470 0.000000 0.000000
0.028517 0.000000 0.000000
0.028565 0.000000 0.000000
0.028612 0.000000 0.000000
0.028659 0.000000 0.000000
0.028706 0.000000 0.000000
0.028754 0.000000 0.000000
0.028801 0.000000 0.000000
0.028848 0.000000 0.000000
0.028896 0.000000 0.000000
0.028943 0.000000 0.000000
0.028990 0.000000 0.000000
0.029038 0.000000 0.000000
0.029085 0.000000 0.000000
0.029132 0.000000 0.000000
0.029179 0.000000 0.000000
0.029227 0.000000 0.000000
0.029274 0.000000 0.000000
0.029321 0.000000 0.000000
0.029369 0.000000 0.000000
0.029416 0.000000 0.000000
0.029463 0.000000 0.000000
0.029510 0.000000 0.000000
0.029558 0.000000 0.000000
0.029605 0.000000 0.000000
0.029652 0.000000 0.000000
0.029700 0.000000 0.000000
0.029747 0.000000 0.000000
0.029794 0.000000 0.000000
0.029842 0.000000 0.000000
0.029889 0.000000 0.000000
0.029936 0.000000 0.000000
0.029983 0.000000 0.000000
0.030031 0.000000 0.000000
0.030078 0.000000 0.000000
0.030125 0.000000 0.000000
0.030173 0.000000 0.000000
0.030220 0.000000 0.000000
0.030267 0.000000 0.000000
0.030314 0.000000 0.000000
0.030362 0.000000 0.000000
0.030409 0.000000 0.000000
0.030456 0.000000 0.000000
0.030504 0.000000 0.000000
0.030551 0.000000 0.000000
0.030598 0.000000 0.000000
0.030645 0.000000 0.000000
0.030693 0.000000 0.000000
0.030740 0.000000 0.000000
0.030787 0.000000 0.000000
0.030835 0.000000 0.000000
0.030882 0.000000 0.000000
0.030929 0.000000 0.000000
0.030977 0.000000 0.000000
0.031024 0.000000 0.000000
0.031071 0.000000 0.000000
0.031118 0.000000 0.000000
0.031166 0.000000 0.000000
0.031213 0.000000 0.000000
0.031260 0.000000 0.000000
0.031308 0.000000 0.000000
0.031355 0.000000 0.000000
0.031402 0.000000 0.000000
0.031449 0.000000 0.000000
0.031497 0.000000 0.000000
0.031544 0.000000 0.000000
0.031591 0.000000 0.000000
0.031639 0.000000 0.000000
0.031686 0.000000 0.000000
0.031733 0.000000 0.000000
0.031781 0.000000 0.000000
0.031828 0.000000 0.000000
0.031875 0.000000 0.000000
0.031922 0.000000 0.000000
0.031970 0.000000 0.000000
0.032017 0.000000 0.000000
0.032064 0.000000 0.000000
0.032112 0.000000 0.000000
0.032159 0.000000 0.000000
0.032206 0.000000 0.000000
0.032253 0.000000 0.000000
0.032301 0.000000 0.000000
0.032348 0.000000 0.000000
0.032395 0.000000 0.000000
0.032443 0.000000 0.000000
0.032490 0.000000 0.000000
0.032537 0.000000 0.000000
0.032584 0.000000 0.000000
0.032632 0.000000 0.000000
0.032679 0.000000 0.000000
0.032726 0.000000 0.000000
0.032774 0.000000 0.000000
0.032821 0.000000 0.000000
0.032868 0.000000 0.000000
0.032916 0.000000 0.000000
0.032963 0.000000 0.000000
0.033010 0.000000 0.000000
0.033057 0.000000 0.000000
0.033105 0.000000 0.000000
0.033152 0.000000 0.000000
0.033199 0.000000 0.000000
0.033247 0.000000 0.000000
0.033294 0.000000 0.000000
0.033341 0.000000 0.000000
0.033388 0.000000 0.000000
0.033436 0.000000 0.000000
0.033483 0.000000 0.000000
0.033530 0.000000 0.000000
0.033578 0.000000 0.000000
0.033625 0.000000 0.000000
0.033672 0.000000 0.000000
0.033719 0.000000 0.000000
0.033767 0.000000 0.000000
0.033814 0.000000 0.000000
0.033861 0.000000 0.000000
0.033909 0.000000 0.000000
0.033956 0.000000 0.000000
0.034003 0.000000 0.000000
0.034051 0.000000 0.000000
0.034098 0.000000 0.000000
0.034145 0.000000 0.000000
0.034192 0.000000 0.000000
0.034240 0.000000 0.000000
0.034287 0.000000 0.000000
0.034334 0.000000 0.000000
0.034382 0.000000 0.000000
0.034429 0.000000 0.000000
0.034476 0.000000 0.000000
0.034523 0.000000 0.000000
0.034571 0.000000 0.000000
0.034618 0.000000 0.000000
0.034665 0.000000 0.000000
0.034713 0.000000 0.000000
0.034760 0.000000 0.000000
0.034807 0.000000 0.000000
0.034855 0.000000 0.000000
0.034902 0.000000 0.000000
0.034949 0.000000 0.000000
0.034996 0.000000 0.000000
0.035044 0.000000 0.000000
0.035091 0.000000 0.000000
0.035138 0.000000 0.000000
0.035186 0.000000 0.000000
0.035233 0.000000 0.000000
0.035280 0.000000 0.000000
0.035327 0.000000 0.000000
0.035375 0.000000 0.000000
0.035422 0.000000 0.000000
0.035469 0.000000 0.000000
0.035517 0.000000 0.000000
0.035564 0.000000 0.000000
0.035611 0.000000 0.000000
0.035658 0.000000 0.000000
0.035706 0.000000 0.000000
0.035753 0.000000 0.000000
0.035800 0.000000 0.000000
0.035848 0.000000 0.000000
0.035895 0.000000 0.000000
0.035942 0.000000 0.000000
0.035990 0.000000 0.000000
0.036037 0.000000 0.000000
0.036084 0.000000 0.000000
0.036131 0.000000 0.000000
0.036179 0.000000 0.000000
0.036226 0.000000 0.000000
0.036273 0.000000 0.000000
0.036321 0.000000 0.000000
0.036368 0.000000 0.000000
0.036415 0.000000 0.000000
0.036462 0.000000 0.000000
0.036510 0.000000 0.000000
0.036557 0.000000 0.000000
0.036604 0.000000 0.000000
0.036652 0.000000 0.000000
0.036699 0.000000 0.000000
0.036746 0.000000 0.000000
0.036794 0.000000 0.000000
0.036841 0.000000 0.000000
0.036888 0.000000 0.000000
0.036935 0.000000 0.000000
0.036983 0.000000 0.000000
0.037030 0.000000 0.000000
0.037077 0.000000 0.000000
0.037125 0.000000 0.000000
0.037172 0.000000 0.000000
0.037219 0.000000 0.000000
0.037266 0.000000 0.000000
0.037314 0.000000 0.000000
0.037361 0.000000 0.000000
0.037408 0.000000 0.000000
0.037456 0.000000 0.000000
0.037503 0.000000 0.000000
0.037550 0.000000 0.000000
0.037597 0.000000 0.000000
0.037645 0.000000 0.000000
0.037692 0.000000 0.000000
0.037739 0.000000 0.000000
0.037787 0.000000 0.000000
0.037834 0.000000 0.000000
0.037881 0.000000 0.000000
0.037929 0.000000 0.000000
0.037976 0.000000 0.000000
0.038023 0.000000 0.000000
0.038070 0.000000 0.000000
0.038118 0.000000 0.000000
0.038165 0.000000 0.000000
0.038212 0.000000 0.000000
0.038260 0.000000 0.000000
0.038307 0.000000 0.000000
0.038354 0.000000 0.000000
0.038401 0.000000 0.000000
0.038449 0.000000 0.000000
0.038496 0.000000 0.000000
0.038543 0.000000 0.000000
0.038591 0.000000 0.000000
0.038638 0.000000 0.000000
0.038685 0.000000 0.000000
0.038732 0.000000 0.000000
0.038780 0.000000 0.000000
0.038827 0.000000 0.000000
0.038874 0.000000 0.000000
0.038922 0.000000 0.000000
0.038969 0.000000 0.000000
0.039016 0.000000 0.000000
0.039064 0.000000 0.000000
0.039111 0.000000 0.000000
0.039158 0.000000 0.000000
0.039205 0.000000 0.000000
0.039253 0.000000 0.000000
0.039300 0.000000 0.000000
0.039347 0.000000 0.000000
0.039395 0.000000 0.000000
0.039442 0.000000 0.000000
0.039489 0.000000 0.000000
0.039536 0.000000 0.000000
0.039584 0.000000 0.000000
0.039631 0.000000 0.000000
0.039678 0.000000 0.000000
0.039726 0.000000 0.000000
0.039773 0.000000 0.000000
0.039820 0.000000 0.000000
0.039868 0.000000 0.000000
0.039915 0.000000 0.000000
0.039962 0.000000 0.000000
0.040009 0.000000 0.000000
0.040057 0.000000 0.000000
0.040104 0.000000 0.000000
0.040151 0.000000 0.000000
0.040199 0.000000 0.000000
0.040246 0.000000 0.000000
0.040293 0.000000 0.000000
0.040340 0.000000 0.000000
0.040388 0.000000 0.000000
0.040435 0.000000 0.000000
0.040482 0.000000 0.000000
0.040530 0.000000 0.000000
0.040577 0.000000 0.000000
0.040624 0.000000 0.000000
0.040671 0.000000 0.000000
0.040719 0.000000 0.000000
0.040766 0.000000 0.000000
0.040813 0.000000 0.000000
0.040861 0.000000 0.000000
0.040908 0.000000 0.000000
0.040955 0.000000 0.000000
0.041003 0.000000 0.000000
0.041050 0.000000 0.000000
0.041097 0.000000 0.000000
0.041144 0.000000 0.000000
0.041192 0.000000 0.000000
0.041239 0.000000 0.000000
0.041286 0.000000 0.000000
0.041334 0.000000 0.000000
0.041381 0.000000 0.000000
0.041428 0.000000 0.000000
0.041475 0.000000 0.000000
0.041523 0.000000 0.000000
0.041570 0.000000 0.000000
0.041617 0.000000 0.000000
0.041665 0.000000 0.000000
0.041712 0.000000 0.000000
0.041759 0.000000 0.000000
0.041806 0.000000 0.000000
0.041854 0.000000 0.000000
0.041901 0.000000 0.000000
0.041948 0.000000 0.000000
0.041996 0.000000 0.000000
0.042043 0.000000 0.000000
0.042090 0.000000 0.000000
0.042138 0.000000 0.000000
0.042185 0.000000 0.000000
0.042232 0.000000 0.000000
0.042279 0.000000 0.000000
0.042327 0.000000 0.000000
0.042374 0.000000 0.000000
0.042421 0.000000 0.000000
0.042469 0.000000 0.000000
0.042516 0.000000 0.000000
0.042563 0.000000 0.000000
0.042610 0.000000 0.000000
0.042658 0.000000 0.000000
0.042705 0.000000 0.000000
0.042752 0.000000 0.000000
0.042800 0.000000 0.000000
0.042847 0.000000 0.000000
0.042894 0.000000 0.000000
0.042942 0.000000 0.000000
0.042989 0.000000 0.000000
0.043036 0.000000 0.000000
0.043083 0.000000 0.000000
0.043131 0.000000 0.000000
0.043178 0.000000 0.000000
0.043225 0.000000 0.000000
0.043273 0.000000 0.000000
0.043320 0.000000 0.000000
0.043367 0.000000 0.000000
0.043414 0.000000 0.000000
0.043462 0.000000 0.000000
0.043509 0.000000 0.000000
0.043556 0.000000 0.000000
0.043604 0.000000 0.000000
0.043651 0.000000 0.000000
0.043698 0.000000 0.000000
0.043745 0.000000 0.000000
0.043793 0.000000 0.000000
0.043840 0.000000 0.000000
0.043887 0.000000 0.000000
0.043935 0.000000 0.000000
0.043982 0.000000 0.000000
